dateTime,pointDisplayName,point_id,unit,dateTimeUtc,pointName,pointKind,deviceName,value,pointField
03/31/2026 08:21:14,CO2,679cf5ad47ab52551ce705fd,ppm,03/31/2026 13:21:14,Carbon Dioxide,Number,10B342_Rm_354,548,co2_concentration_detection_sensor
03/31/2026 08:21:14,VOC,679cf5ad47ab52551ce705fe,ppb,03/31/2026 13:21:14,TVOC,Number,10B342_Rm_354,205,voc_concentration_detection_sensor
03/31/2026 08:21:14,Illuminance,679cf5ad47ab52551ce70600,lx,03/31/2026 13:21:14,Light,Number,10B342_Rm_354,387.70001220703125,illuminance_sensor
03/31/2026 08:21:14,Noise Level,679cf5ad47ab52551ce70601,dB,03/31/2026 13:21:14,Noise,Number,10B342_Rm_354,58.099998474121094,noise_sensor
03/31/2026 08:21:44,VOC,679cf5ad47ab52551ce705fe,ppb,03/31/2026 13:21:44,TVOC,Number,10B342_Rm_354,206,voc_concentration_detection_sensor
03/31/2026 08:21:44,Noise Level,679cf5ad47ab52551ce70601,dB,03/31/2026 13:21:44,Noise,Number,10B342_Rm_354,54.79999923706055,noise_sensor
03/31/2026 08:22:14,CO2,679cf5ad47ab52551ce705fd,ppm,03/31/2026 13:22:14,Carbon Dioxide,Number,10B342_Rm_354,551,co2_concentration_detection_sensor
03/31/2026 08:22:14,VOC,679cf5ad47ab52551ce705fe,ppb,03/31/2026 13:22:14,TVOC,Number,10B342_Rm_354,202,voc_concentration_detection_sensor
03/31/2026 08:22:14,Illuminance,679cf5ad47ab52551ce70600,lx,03/31/2026 13:22:14,Light,Number,10B342_Rm_354,388.8999938964844,illuminance_sensor
03/31/2026 08:22:14,Noise Level,679cf5ad47ab52551ce70601,dB,03/31/2026 13:22:14,Noise,Number,10B342_Rm_354,53.79999923706055,noise_sensor
03/31/2026 08:22:44,CO2,679cf5ad47ab52551ce705fd,ppm,03/31/2026 13:22:44,Carbon Dioxide,Number,10B342_Rm_354,552,co2_concentration_detection_sensor
03/31/2026 08:22:44,VOC,679cf5ad47ab52551ce705fe,ppb,03/31/2026 13:22:44,TVOC,Number,10B342_Rm_354,205,voc_concentration_detection_sensor
03/31/2026 08:22:44,Illuminance,679cf5ad47ab52551ce70600,lx,03/31/2026 13:22:44,Light,Number,10B342_Rm_354,387.20001220703125,illuminance_sensor
03/31/2026 08:22:44,Noise Level,679cf5ad47ab52551ce70601,dB,03/31/2026 13:22:44,Noise,Number,10B342_Rm_354,53.20000076293945,noise_sensor
03/31/2026 08:23:14,CO2,679cf5ad47ab52551ce705fd,ppm,03/31/2026 13:23:14,Carbon Dioxide,Number,10B342_Rm_354,550,co2_concentration_detection_sensor
03/31/2026 08:23:14,VOC,679cf5ad47ab52551ce705fe,ppb,03/31/2026 13:23:14,TVOC,Number,10B342_Rm_354,209,voc_concentration_detection_sensor
03/31/2026 08:23:14,Noise Level,679cf5ad47ab52551ce70601,dB,03/31/2026 13:23:14,Noise,Number,10B342_Rm_354,52.099998474121094,noise_sensor
03/31/2026 08:23:44,CO2,679cf5ad47ab52551ce705fd,ppm,03/31/2026 13:23:44,Carbon Dioxide,Number,10B342_Rm_354,548,co2_concentration_detection_sensor
03/31/2026 08:23:44,Illuminance,679cf5ad47ab52551ce70600,lx,03/31/2026 13:23:44,Light,Number,10B342_Rm_354,385.5,illuminance_sensor
03/31/2026 08:23:44,Zone Temp,679cf5ad47ab52551ce70603,°F,03/31/2026 13:23:44,Temperature Fahrenheit,Number,10B342_Rm_354,71.3479995727539,zone_air_temperature_sensor
03/31/2026 08:24:14,CO2,679cf5ad47ab52551ce705fd,ppm,03/31/2026 13:24:14,Carbon Dioxide,Number,10B342_Rm_354,550,co2_concentration_detection_sensor
