device_id,device_name,time,Discharge Fan Status_status,Discharge Fan Status_value,Discharge Air Temp_status,Discharge Air Temp_value,Discharge Damper Percent Cmd_status,Discharge Damper Percent Cmd_value,Discharge Fan Cmd_status,Discharge Fan Cmd_value,Discharge Air Flow_status,Discharge Air Flow_value,Discharge Air Flow Setpt_status,Discharge Air Flow Setpt_value,Discharge Damper Percent_status,Discharge Damper Percent_value,Eff Occupancy_status,Eff Occupancy_value,Zone CO2_status,Zone CO2_value,Zone CO2 Setpt_status,Zone CO2 Setpt_value,Zone Temp Setpt_status,Zone Temp Setpt_value,Occ Cooling Temp Setpt_status,Occ Cooling Temp Setpt_value,Occ Heating Temp Setpt_status,Occ Heating Temp Setpt_value,Zone Temp_status,Zone Temp_value
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 00:56:07,,,,,,,,,ok,1116.31494140625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 00:56:37,,,,,,,,,,,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 00:57:07,,,,,,,,,ok,1110.9541015625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 00:57:37,,,,,,,,,ok,1116.9276123046875,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 00:58:07,,,,,,,,,,,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 00:58:37,,,,,,,,,,,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 00:59:07,,,,,,,,,,,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:00:07,,,,,,,,,ok,1109.8277587890625,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:00:37,,,,,,,,,ok,1115.811279296875,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:01:07,,,,,,,,,ok,1106.2738037109375,,,ok,53.0,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:03:37,,,,,,,,,ok,1112.722412109375,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:04:37,,,,,,,,,ok,1117.8564453125,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:05:07,,,,,,,,,,,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:06:37,,,ok,62.92400054931634,,,,,,,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:07:37,,,,,,,,,,,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:08:37,ok,On,ok,62.90600013732904,ok,53.5,ok,Start,ok,1113.863037109375,ok,1125.0,ok,53.20000076293945,ok,Occupied,ok,429.0,ok,1025.0,ok,71.5999984741211,ok,72.5999984741211,ok,70.5999984741211,ok,70.16000137329095
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:10:07,,,,,,,,,,,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:10:37,,,,,,,,,ok,1124.9310302734375,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:11:37,,,,,,,,,ok,1119.649169921875,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:12:07,,,,,,,,,ok,1128.026123046875,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:12:37,,,,,,,,,,,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:13:07,,,,,,,,,ok,1116.7659912109375,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:13:37,,,,,,,,,ok,1125.339111328125,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:14:07,,,,,,,,,ok,1115.9979248046875,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:14:37,,,,,,,,,,,,,,,,,ok,427.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:15:07,,,,,,,,,,,,,,,,,ok,428.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:15:37,,,,,,,,,ok,1126.4962158203125,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:16:07,,,,,,,,,,,,,,,,,ok,431.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:17:37,,,,,,,,,,,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:18:07,,,,,,,,,ok,1117.860595703125,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:18:37,,,,,,,,,ok,1108.4691162109375,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:19:07,,,,,,,,,ok,1119.724365234375,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:20:37,,,,,,,,,ok,1107.5513916015625,,,,,,,,,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:21:07,,,,,,,,,ok,1121.9654541015625,,,,,,,ok,430.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:22:07,,,,,,,,,,,,,,,,,ok,429.0,,,,,,,,,,
673ce923ffc77731fa3ed001,FPB-01-019_361,2026/02/17 01:22:37,,,,,,,,,ok,1129.001708984375,,,,,,,,,,,,,,,,,,
