pointDisplayName,dateTime,unit,point_id,dateTimeUtc,pointName,pointKind,deviceName,value,pointField
Zone Air Humid,03/31/2026 00:06:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:06:04,RmRh,Number,FPB-01-019_361,52.900001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:06:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:06:34,AirFl,Number,FPB-01-019_361,1117.295654296875,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:06:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:06:34,RmRh,Number,FPB-01-019_361,51.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:07:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:07:04,AirFl,Number,FPB-01-019_361,1126.01904296875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:07:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:07:04,RmCO2,Number,FPB-01-019_361,418,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:07:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:07:34,AirFl,Number,FPB-01-019_361,1118.364990234375,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:08:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:08:04,AirFl,Number,FPB-01-019_361,1138.9332275390625,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:08:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:08:04,RmRh,Number,FPB-01-019_361,50,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:08:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:08:34,AirFl,Number,FPB-01-019_361,1119.6844482421875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:08:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:08:34,RmCO2,Number,FPB-01-019_361,419,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:09:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:09:34,AirFl,Number,FPB-01-019_361,1141.1201171875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:09:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:09:34,RmCO2,Number,FPB-01-019_361,418,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:09:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:09:34,RmRh,Number,FPB-01-019_361,52.5,zone_air_humidity_sensor
Zone Air Humid,03/31/2026 00:09:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:09:34,RmRh,Number,FPB-01-019_361,52.5,zone_air_humidity_sensor
Zone Temp,03/31/2026 00:09:34,°F,673ce924ffc77731fa3ed9c9,03/31/2026 05:09:34,RmTmp,Number,FPB-01-019_361,69.61999931335443,zone_air_temperature_sensor
Discharge Air Flow,03/31/2026 00:10:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:10:04,AirFl,Number,FPB-01-019_361,1131.4742431640625,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:10:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:10:04,RmRh,Number,FPB-01-019_361,51.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:10:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:10:34,AirFl,Number,FPB-01-019_361,1119.8182373046875,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:10:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:10:34,RmRh,Number,FPB-01-019_361,50.099998474121094,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:11:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:11:04,AirFl,Number,FPB-01-019_361,1112.91748046875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:12:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:12:04,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:12:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:12:04,RmRh,Number,FPB-01-019_361,54.099998474121094,zone_air_humidity_sensor
Zone Air Humid,03/31/2026 00:12:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:12:04,RmRh,Number,FPB-01-019_361,54.099998474121094,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:12:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:12:34,AirFl,Number,FPB-01-019_361,1119.1319580078125,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:13:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:13:04,RmRh,Number,FPB-01-019_361,51.29999923706055,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:13:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:13:34,AirFl,Number,FPB-01-019_361,1104.5775146484375,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:14:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:14:04,RmRh,Number,FPB-01-019_361,52.5,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:14:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:14:34,AirFl,Number,FPB-01-019_361,1125.3865966796875,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:15:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:15:04,RmRh,Number,FPB-01-019_361,54.099998474121094,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:15:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:15:34,AirFl,Number,FPB-01-019_361,1131.085693359375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:15:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:15:34,RmCO2,Number,FPB-01-019_361,415,zone_air_co2_concentration_sensor
Zone Temp,03/31/2026 00:15:34,°F,673ce924ffc77731fa3ed9c9,03/31/2026 05:15:34,RmTmp,Number,FPB-01-019_361,69.08000068664545,zone_air_temperature_sensor
Discharge Air Flow,03/31/2026 00:16:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:16:04,AirFl,Number,FPB-01-019_361,1141.4737548828125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:16:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:16:04,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 00:16:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:16:34,RmCO2,Number,FPB-01-019_361,415,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:16:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:16:34,RmRh,Number,FPB-01-019_361,52.900001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:17:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:17:34,AirFl,Number,FPB-01-019_361,1133.6346435546875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:17:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:17:34,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:17:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:17:34,RmRh,Number,FPB-01-019_361,50.900001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:18:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:18:04,AirFl,Number,FPB-01-019_361,1119.5380859375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:18:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:18:04,RmCO2,Number,FPB-01-019_361,418,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:18:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:18:04,RmRh,Number,FPB-01-019_361,54.599998474121094,zone_air_humidity_sensor
Zone CO2,03/31/2026 00:19:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:19:04,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:19:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:19:34,AirFl,Number,FPB-01-019_361,1127.241943359375,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:20:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:20:34,AirFl,Number,FPB-01-019_361,1132.2890625,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:21:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:21:04,RmRh,Number,FPB-01-019_361,52.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:21:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:21:34,AirFl,Number,FPB-01-019_361,1122.8052978515625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:22:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:22:04,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:22:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:22:04,RmRh,Number,FPB-01-019_361,54.099998474121094,zone_air_humidity_sensor
Zone CO2,03/31/2026 00:23:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:23:04,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:23:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:23:34,AirFl,Number,FPB-01-019_361,1133.27392578125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:24:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:24:04,AirFl,Number,FPB-01-019_361,1114.9613037109375,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:24:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:24:04,RmRh,Number,FPB-01-019_361,52.29999923706055,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:24:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:24:34,AirFl,Number,FPB-01-019_361,1125.59423828125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:24:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:24:34,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 00:25:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:25:04,RmCO2,Number,FPB-01-019_361,418,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 00:25:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:25:34,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:25:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:25:34,RmRh,Number,FPB-01-019_361,54.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:26:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:26:04,AirFl,Number,FPB-01-019_361,1118.1689453125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:26:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:26:04,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 00:26:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:26:34,RmCO2,Number,FPB-01-019_361,415,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 00:27:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:27:34,RmCO2,Number,FPB-01-019_361,414,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:27:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:27:34,RmRh,Number,FPB-01-019_361,55.599998474121094,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:28:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:28:34,AirFl,Number,FPB-01-019_361,1124.3961181640625,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:28:34,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:28:34,RmRh,Number,FPB-01-019_361,54.099998474121094,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:29:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:29:34,AirFl,Number,FPB-01-019_361,1137.7899169921875,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:30:04,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:30:04,AirFl,Number,FPB-01-019_361,1114.8492431640625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:30:04,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:30:04,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:30:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:30:04,RmRh,Number,FPB-01-019_361,51.900001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:30:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:30:34,AirFl,Number,FPB-01-019_361,1126.6068115234375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:30:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:30:34,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:31:04,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:31:04,RmRh,Number,FPB-01-019_361,54.20000076293945,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:31:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:31:35,AirFl,Number,FPB-01-019_361,1121.5875244140625,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:31:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:31:35,RmRh,Number,FPB-01-019_361,51.599998474121094,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:32:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:32:05,AirFl,Number,FPB-01-019_361,1112.096923828125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:32:34,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:32:34,AirFl,Number,FPB-01-019_361,1128.3065185546875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:33:34,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:33:34,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 00:34:05,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:34:05,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:34:05,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:34:05,RmRh,Number,FPB-01-019_361,53.400001525878906,zone_air_humidity_sensor
Zone CO2,03/31/2026 00:34:35,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:34:35,RmCO2,Number,FPB-01-019_361,415,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:35:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:35:35,AirFl,Number,FPB-01-019_361,1120.34619140625,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:35:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:35:35,RmRh,Number,FPB-01-019_361,55.5,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:36:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:36:05,AirFl,Number,FPB-01-019_361,1129.2158203125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:36:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:36:35,AirFl,Number,FPB-01-019_361,1119.31689453125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:36:35,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:36:35,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:36:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:36:35,RmRh,Number,FPB-01-019_361,54.099998474121094,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:37:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:37:05,AirFl,Number,FPB-01-019_361,1113.8653564453125,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:37:05,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:37:05,RmRh,Number,FPB-01-019_361,52.5,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:37:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:37:35,AirFl,Number,FPB-01-019_361,1125.19580078125,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:37:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:37:35,RmRh,Number,FPB-01-019_361,54.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:38:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:38:35,AirFl,Number,FPB-01-019_361,1131.0057373046875,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:39:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:39:35,AirFl,Number,FPB-01-019_361,1109.599365234375,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:39:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:39:35,RmRh,Number,FPB-01-019_361,52,zone_air_humidity_sensor
Zone CO2,03/31/2026 00:40:05,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:40:05,RmCO2,Number,FPB-01-019_361,415,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:40:05,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:40:05,RmRh,Number,FPB-01-019_361,53.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:40:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:40:35,AirFl,Number,FPB-01-019_361,1119.228515625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:40:35,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:40:35,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:41:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:41:35,AirFl,Number,FPB-01-019_361,1125.0994873046875,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:42:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:42:05,AirFl,Number,FPB-01-019_361,1130.6048583984375,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:43:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:43:05,AirFl,Number,FPB-01-019_361,1113.922607421875,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:43:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:43:35,AirFl,Number,FPB-01-019_361,1125.79443359375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:43:35,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:43:35,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:44:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:44:05,AirFl,Number,FPB-01-019_361,1134.0428466796875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:44:05,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:44:05,RmCO2,Number,FPB-01-019_361,416,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:44:05,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:44:05,RmRh,Number,FPB-01-019_361,51.79999923706055,zone_air_humidity_sensor
Zone Air Humid,03/31/2026 00:44:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:44:35,RmRh,Number,FPB-01-019_361,53.099998474121094,zone_air_humidity_sensor
Zone Air Humid,03/31/2026 00:45:05,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:45:05,RmRh,Number,FPB-01-019_361,55.5,zone_air_humidity_sensor
Zone Air Humid,03/31/2026 00:45:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:45:35,RmRh,Number,FPB-01-019_361,53.900001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:46:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:46:05,AirFl,Number,FPB-01-019_361,1124.698974609375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:47:05,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:47:05,RmCO2,Number,FPB-01-019_361,414,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:48:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:48:05,AirFl,Number,FPB-01-019_361,1131.3453369140625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:48:05,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:48:05,RmCO2,Number,FPB-01-019_361,415,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 00:48:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:48:35,AirFl,Number,FPB-01-019_361,1138.0440673828125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:48:35,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:48:35,RmCO2,Number,FPB-01-019_361,418,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:48:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:48:35,RmRh,Number,FPB-01-019_361,51.70000076293945,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:49:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:49:35,AirFl,Number,FPB-01-019_361,1125.73583984375,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 00:49:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:49:35,RmRh,Number,FPB-01-019_361,50.5,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:50:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:50:05,AirFl,Number,FPB-01-019_361,1133.58837890625,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:50:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:50:35,AirFl,Number,FPB-01-019_361,1128.3634033203125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:51:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:51:35,AirFl,Number,FPB-01-019_361,1134.116943359375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:51:35,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:51:35,RmCO2,Number,FPB-01-019_361,417,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 00:51:35,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 05:51:35,RmRh,Number,FPB-01-019_361,52.29999923706055,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 00:52:05,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:52:05,AirFl,Number,FPB-01-019_361,1119.022216796875,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 00:52:35,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 05:52:35,AirFl,Number,FPB-01-019_361,1125.6856689453125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 00:52:35,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 05:52:35,RmCO2,Number,FPB-01-019_361,418,zone_air_co2_concentration_sensor
