pointDisplayName,dateTime,unit,point_id,dateTimeUtc,pointName,pointKind,deviceName,value,pointField
Discharge Air Flow,03/31/2026 08:08:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:08:14,AirFl,Number,FPB-01-019_361,1116.8177490234375,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:09:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:09:44,AirFl,Number,FPB-01-019_361,1127.85693359375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:09:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:09:44,RmCO2,Number,FPB-01-019_361,420,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:09:44,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:09:44,RmRh,Number,FPB-01-019_361,52.900001525878906,zone_air_humidity_sensor
Zone Temp,03/31/2026 08:09:44,°F,673ce924ffc77731fa3ed9c9,03/31/2026 13:09:44,RmTmp,Number,FPB-01-019_361,70.16000137329095,zone_air_temperature_sensor
Discharge Air Flow,03/31/2026 08:10:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:10:14,AirFl,Number,FPB-01-019_361,1106.3251953125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:10:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:10:14,RmCO2,Number,FPB-01-019_361,421,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:10:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:10:44,AirFl,Number,FPB-01-019_361,1148.328857421875,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:11:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:11:14,AirFl,Number,FPB-01-019_361,1121.093017578125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:11:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:11:14,RmCO2,Number,FPB-01-019_361,422,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:11:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:11:44,AirFl,Number,FPB-01-019_361,1141.09814453125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:11:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:11:44,RmCO2,Number,FPB-01-019_361,424,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:12:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:12:14,AirFl,Number,FPB-01-019_361,1133.8475341796875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:12:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:12:14,RmCO2,Number,FPB-01-019_361,423,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:12:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:12:44,AirFl,Number,FPB-01-019_361,1124.74755859375,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:14:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:14:44,AirFl,Number,FPB-01-019_361,1101.7965087890625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:14:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:14:44,RmCO2,Number,FPB-01-019_361,424,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:15:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:15:14,RmCO2,Number,FPB-01-019_361,422,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:15:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:15:44,AirFl,Number,FPB-01-019_361,1132.5460205078125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:16:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:16:44,AirFl,Number,FPB-01-019_361,1121.0181884765625,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:17:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:17:44,AirFl,Number,FPB-01-019_361,1108.44921875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:17:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:17:44,RmCO2,Number,FPB-01-019_361,423,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:17:44,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:17:44,RmRh,Number,FPB-01-019_361,55,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:18:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:18:44,AirFl,Number,FPB-01-019_361,1117.5096435546875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:18:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:18:44,RmCO2,Number,FPB-01-019_361,422,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:19:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:19:44,RmCO2,Number,FPB-01-019_361,423,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:20:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:20:44,RmCO2,Number,FPB-01-019_361,425,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:20:44,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:20:44,RmRh,Number,FPB-01-019_361,52.29999923706055,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:21:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:21:14,AirFl,Number,FPB-01-019_361,1110.320556640625,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:21:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:21:44,AirFl,Number,FPB-01-019_361,1118.1092529296875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:21:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:21:44,RmCO2,Number,FPB-01-019_361,424,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:22:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:22:14,RmCO2,Number,FPB-01-019_361,425,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:22:14,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:22:14,RmRh,Number,FPB-01-019_361,53.70000076293945,zone_air_humidity_sensor
Zone CO2,03/31/2026 08:22:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:22:44,RmCO2,Number,FPB-01-019_361,423,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:23:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:23:44,AirFl,Number,FPB-01-019_361,1124.7030029296875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:23:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:23:44,RmCO2,Number,FPB-01-019_361,425,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:23:44,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:23:44,RmRh,Number,FPB-01-019_361,52.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:24:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:24:14,AirFl,Number,FPB-01-019_361,1110.15576171875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:24:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:24:14,RmCO2,Number,FPB-01-019_361,424,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:24:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:24:44,AirFl,Number,FPB-01-019_361,1117.941650390625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:24:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:24:44,RmCO2,Number,FPB-01-019_361,423,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:24:44,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:24:44,RmRh,Number,FPB-01-019_361,53.599998474121094,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:25:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:25:14,AirFl,Number,FPB-01-019_361,1100.796630859375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:25:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:25:14,RmCO2,Number,FPB-01-019_361,425,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:25:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:25:44,AirFl,Number,FPB-01-019_361,1117.35888671875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:25:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:25:44,RmCO2,Number,FPB-01-019_361,424,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:26:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:26:14,AirFl,Number,FPB-01-019_361,1131.5816650390625,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:27:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:27:44,AirFl,Number,FPB-01-019_361,1147.1365966796875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:27:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:27:44,RmCO2,Number,FPB-01-019_361,425,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:28:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:28:44,AirFl,Number,FPB-01-019_361,1116.6678466796875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:28:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:28:44,RmCO2,Number,FPB-01-019_361,426,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:29:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:29:14,RmCO2,Number,FPB-01-019_361,424,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:29:14,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:29:14,RmRh,Number,FPB-01-019_361,52.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:30:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:30:14,AirFl,Number,FPB-01-019_361,1109.5533447265625,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:30:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:30:44,AirFl,Number,FPB-01-019_361,1125.7955322265625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:30:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:30:44,RmCO2,Number,FPB-01-019_361,422,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:32:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:32:44,AirFl,Number,FPB-01-019_361,1138.5184326171875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:32:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:32:44,RmCO2,Number,FPB-01-019_361,424,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:33:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:33:14,AirFl,Number,FPB-01-019_361,1110.4251708984375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:33:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:33:14,RmCO2,Number,FPB-01-019_361,426,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:33:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:33:44,RmCO2,Number,FPB-01-019_361,424,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:34:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:34:14,AirFl,Number,FPB-01-019_361,1130.57470703125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:34:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:34:44,AirFl,Number,FPB-01-019_361,1112.6767578125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:35:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:35:44,RmCO2,Number,FPB-01-019_361,426,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:36:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:36:44,RmCO2,Number,FPB-01-019_361,425,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:37:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:37:14,AirFl,Number,FPB-01-019_361,1126.94189453125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:37:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:37:14,RmCO2,Number,FPB-01-019_361,426,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:38:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:38:14,RmCO2,Number,FPB-01-019_361,427,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:38:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:38:44,AirFl,Number,FPB-01-019_361,1112.0572509765625,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:39:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:39:14,AirFl,Number,FPB-01-019_361,1123.697998046875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:39:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:39:14,RmCO2,Number,FPB-01-019_361,425,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:39:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:39:44,RmCO2,Number,FPB-01-019_361,426,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:40:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:40:14,AirFl,Number,FPB-01-019_361,1132.85205078125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:41:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:41:14,AirFl,Number,FPB-01-019_361,1127.0709228515625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:42:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:42:14,RmCO2,Number,FPB-01-019_361,427,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:43:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:43:14,AirFl,Number,FPB-01-019_361,1111.972900390625,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:43:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:43:44,AirFl,Number,FPB-01-019_361,1128.2801513671875,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:44:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:44:15,AirFl,Number,FPB-01-019_361,1139.4427490234375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:44:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:44:15,RmCO2,Number,FPB-01-019_361,426,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:44:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:44:44,AirFl,Number,FPB-01-019_361,1124.269287109375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:44:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:44:44,RmCO2,Number,FPB-01-019_361,427,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:45:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:45:44,RmCO2,Number,FPB-01-019_361,426,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:45:44,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:45:44,RmRh,Number,FPB-01-019_361,53.5,zone_air_humidity_sensor
Zone CO2,03/31/2026 08:46:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:46:44,RmCO2,Number,FPB-01-019_361,427,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:47:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:47:14,RmCO2,Number,FPB-01-019_361,430,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:47:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:47:45,RmCO2,Number,FPB-01-019_361,429,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:48:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:48:14,RmCO2,Number,FPB-01-019_361,430,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:48:44,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:48:44,RmCO2,Number,FPB-01-019_361,429,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:48:44,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:48:44,RmRh,Number,FPB-01-019_361,52.400001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:50:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:50:14,AirFl,Number,FPB-01-019_361,1140.1661376953125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:50:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:50:45,AirFl,Number,FPB-01-019_361,1106.6976318359375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:50:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:50:45,RmCO2,Number,FPB-01-019_361,430,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:50:45,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:50:45,RmRh,Number,FPB-01-019_361,54,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:51:14,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:51:14,AirFl,Number,FPB-01-019_361,1115.5455322265625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:51:14,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:51:14,RmCO2,Number,FPB-01-019_361,431,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:51:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:51:45,AirFl,Number,FPB-01-019_361,1099.458984375,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 08:52:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:52:15,AirFl,Number,FPB-01-019_361,1083.7216796875,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 08:52:15,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:52:15,RmRh,Number,FPB-01-019_361,52.79999923706055,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:52:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:52:45,AirFl,Number,FPB-01-019_361,1121.658447265625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:52:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:52:45,RmCO2,Number,FPB-01-019_361,429,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:53:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:53:15,AirFl,Number,FPB-01-019_361,1093.005126953125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:53:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:53:15,RmCO2,Number,FPB-01-019_361,432,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 08:53:15,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:53:15,RmRh,Number,FPB-01-019_361,55.099998474121094,zone_air_humidity_sensor
Zone CO2,03/31/2026 08:53:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:53:45,RmCO2,Number,FPB-01-019_361,433,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:54:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:54:15,AirFl,Number,FPB-01-019_361,1083.7574462890625,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:54:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:54:15,RmCO2,Number,FPB-01-019_361,432,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:54:44,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:54:44,AirFl,Number,FPB-01-019_361,1109.1434326171875,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 08:54:44,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:54:44,RmRh,Number,FPB-01-019_361,54,zone_air_humidity_sensor
Zone CO2,03/31/2026 08:55:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:55:15,RmCO2,Number,FPB-01-019_361,433,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 08:55:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:55:45,RmCO2,Number,FPB-01-019_361,432,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 08:57:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:57:15,AirFl,Number,FPB-01-019_361,1118.0264892578125,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 08:57:15,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 13:57:15,RmRh,Number,FPB-01-019_361,52.900001525878906,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 08:58:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 13:58:45,AirFl,Number,FPB-01-019_361,1123.5911865234375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 08:58:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 13:58:45,RmCO2,Number,FPB-01-019_361,430,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 09:00:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:00:15,RmCO2,Number,FPB-01-019_361,434,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 09:01:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:01:15,AirFl,Number,FPB-01-019_361,1115.512939453125,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 09:01:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:01:15,RmCO2,Number,FPB-01-019_361,433,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 09:01:45,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 14:01:45,RmRh,Number,FPB-01-019_361,54.5,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 09:02:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:02:45,AirFl,Number,FPB-01-019_361,1122.948486328125,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 09:03:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:03:45,AirFl,Number,FPB-01-019_361,1128.0032958984375,discharge_air_flowrate_sensor
Zone Air Humid,03/31/2026 09:03:45,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 14:03:45,RmRh,Number,FPB-01-019_361,52.599998474121094,zone_air_humidity_sensor
Zone CO2,03/31/2026 09:04:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:04:15,RmCO2,Number,FPB-01-019_361,432,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 09:04:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:04:45,RmCO2,Number,FPB-01-019_361,433,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 09:04:45,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 14:04:45,RmRh,Number,FPB-01-019_361,53.70000076293945,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 09:05:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:05:15,AirFl,Number,FPB-01-019_361,1133.09912109375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 09:05:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:05:15,RmCO2,Number,FPB-01-019_361,436,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 09:05:15,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 14:05:15,RmRh,Number,FPB-01-019_361,55.099998474121094,zone_air_humidity_sensor
Zone Air Humid,03/31/2026 09:05:45,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 14:05:45,RmRh,Number,FPB-01-019_361,53.29999923706055,zone_air_humidity_sensor
Discharge Air Flow,03/31/2026 09:06:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:06:15,AirFl,Number,FPB-01-019_361,1145.1605224609375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 09:06:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:06:15,RmCO2,Number,FPB-01-019_361,434,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 09:06:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:06:45,AirFl,Number,FPB-01-019_361,1124.88232421875,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 09:06:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:06:45,RmCO2,Number,FPB-01-019_361,433,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 09:07:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:07:15,AirFl,Number,FPB-01-019_361,1142.3304443359375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 09:07:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:07:15,RmCO2,Number,FPB-01-019_361,434,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 09:08:15,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:08:15,AirFl,Number,FPB-01-019_361,1149.7073974609375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 09:08:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:08:15,RmCO2,Number,FPB-01-019_361,432,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 09:08:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:08:45,AirFl,Number,FPB-01-019_361,1136.8944091796875,discharge_air_flowrate_sensor
Discharge Air Flow,03/31/2026 09:09:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:09:45,AirFl,Number,FPB-01-019_361,1128.259521484375,discharge_air_flowrate_sensor
Zone CO2,03/31/2026 09:09:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:09:45,RmCO2,Number,FPB-01-019_361,433,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 09:09:45,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 14:09:45,RmRh,Number,FPB-01-019_361,52.900001525878906,zone_air_humidity_sensor
Zone Temp,03/31/2026 09:09:45,°F,673ce924ffc77731fa3ed9c9,03/31/2026 14:09:45,RmTmp,Number,FPB-01-019_361,69.98000068664544,zone_air_temperature_sensor
Zone CO2,03/31/2026 09:10:15,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:10:15,RmCO2,Number,FPB-01-019_361,437,zone_air_co2_concentration_sensor
Zone CO2,03/31/2026 09:10:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:10:45,RmCO2,Number,FPB-01-019_361,440,zone_air_co2_concentration_sensor
Zone Air Humid,03/31/2026 09:10:45,%RH,673ce924ffc77731fa3ed9c2,03/31/2026 14:10:45,RmRh,Number,FPB-01-019_361,54.29999923706055,zone_air_humidity_sensor
Zone CO2,03/31/2026 09:11:45,ppm,673ce924ffc77731fa3ed9c0,03/31/2026 14:11:45,RmCO2,Number,FPB-01-019_361,441,zone_air_co2_concentration_sensor
Discharge Air Flow,03/31/2026 09:12:45,cfm,673ce924ffc77731fa3ed9b4,03/31/2026 14:12:45,AirFl,Number,FPB-01-019_361,1141.2061767578125,discharge_air_flowrate_sensor
